ann_term	sum	annotation
PF12689	121	Acid Phosphatase
PF12695	17	Alpha/beta hydrolase family
PF12696	0	TraM recognition site of TraD and TraG
PF12697	2398	Alpha/beta hydrolase family
PF12698	337	ABC-2 family transporter protein
PF12701	147	Scd6-like Sm domain
PF12703	0	Toxin of toxin-antitoxin type 1 system
PF12704	1	MacB-like periplasmic core domain
PF12706	359	Beta-lactamase superfamily domain
PF12708	201	Pectate lyase superfamily protein
PF12710	321	haloacid dehalogenase-like hydrolase
PF12717	159	non-SMC mitotic condensation complex subunit 1
PF12719	59	Nuclear condensing complex subunits, C-term domain
PF12721	1	RIP homotypic interaction motif
PF12726	7	SEN1 N terminal
PF12727	0	PBP superfamily domain
PF12728	0	Helix-turn-helix domain
PF12734	267	Cysteine-rich TM module stress tolerance
PF12738	395	twin BRCT domain
PF12739	57	ER-Golgi trafficking TRAPP I complex 85 kDa subunit
PF12740	19	Chlorophyllase enzyme
PF12742	15	Gryzun, putative Golgi trafficking
PF12745	50	Anticodon binding domain of tRNAs
PF12749	1	Eukaryotic metallothionein
PF12752	172	SUZ domain
PF12755	110	Vacuolar 14 Fab1-binding region
PF12756	118	C2H2 type zinc-finger (2 copies)
PF12763	233	Cytoskeletal-regulatory complex EF hand
PF12764	84	Glycine-rich region of argonaut
PF12765	99	HEAT repeat associated with sister chromatid cohesion
PF12766	54	Pyridoxamine 5'-phosphate oxidase
PF12767	216	Transcriptional regulator of RNA polII, SAGA, subunit
PF12768	1	Cortical protein marker for cell polarity
PF12770	0	CHAT domain
PF12774	2	Hydrolytic ATP binding site of dynein motor region
PF12776	2187	Myb/SANT-like DNA-binding domain
PF12779	0	WXXGXW repeat (2 copies)
PF12783	418	Guanine nucleotide exchange factor in Golgi transport N-terminal
PF12784	1	PD-(D/E)XK nuclease family transposase
PF12796	9505	Ankyrin repeats (3 copies)
PF12797	0	4Fe-4S binding domain
PF12799	797	Leucine Rich repeats (2 copies)
PF12800	1	4Fe-4S binding domain
PF12804	12	MobA-like NTP transferase domain
PF12806	1	Acetyl-CoA dehydrogenase C-terminal like
PF12807	232	Translation initiation factor eIF3 subunit 135
PF12808	2	Micro-tubular organiser Mto1 C-term Mto2-binding region
PF12812	116	PDZ-like domain
PF12815	1	Spt5 C-terminal nonapeptide repeat binding Spt4
PF12816	56	Golgi CORVET complex core vacuolar protein 8
PF12819	2826	Malectin-like domain
PF12824	14	Mitochondrial ribosomal protein subunit L20
PF12826	15	Helix-hairpin-helix motif
PF12830	54	Sister chromatid cohesion C-terminus
PF12833	7	Helix-turn-helix domain
PF12836	69	Helix-hairpin-helix motif
PF12837	1	4Fe-4S binding domain
PF12838	70	4Fe-4S dicluster domain
PF12842	63	Domain of unknown function (DUF3819)
PF12843	15	Putative quorum-sensing-regulated virulence factor
PF12848	193	ABC transporter
PF12850	64	Calcineurin-like phosphoesterase superfamily domain
PF12854	11269	PPR repeat
PF12859	60	Anaphase-promoting complex subunit 1
PF12861	81	Anaphase-promoting complex subunit 11 RING-H2 finger
PF12862	52	Anaphase-promoting complex subunit 5
PF12867	0	DinB superfamily
PF12871	81	Pre-mRNA-splicing factor 38-associated hydrophilic C-term
PF12872	383	OST-HTH/LOTUS domain
PF12874	1252	Zinc-finger of C2H2 type
PF12877	0	Domain of unknown function (DUF3827)
PF12894	780	Anaphase-promoting complex subunit 4 WD40 domain
PF12895	182	Anaphase-promoting complex, cyclosome, subunit 3
PF12896	84	Anaphase-promoting complex, cyclosome, subunit 4
PF12899	474	Alkaline and neutral invertase
PF12906	1231	RING-variant domain
PF12907	114	Zinc-binding
PF12911	0	N-terminal TM domain of oligopeptide transport permease C
PF12922	55	non-SMC mitotic condensation complex subunit 1, N-term
PF12923	63	Ribosomal RNA-processing protein 7 (RRP7) C-terminal domain
PF12928	80	tRNA-splicing endonuclease subunit sen54 N-term
PF12931	161	Sec23-binding domain of Sec16
PF12932	101	Vesicle coat trafficking protein Sec16 mid-region
PF12936	57	KRI1-like family C-terminal
PF12937	2756	F-box-like
PF12947	13	EGF domain
PF12951	1	Passenger-associated-transport-repeat
PF12968	1	Domain of Unknown Function (DUF3856)
PF12971	99	Alpha-N-acetylglucosaminidase (NAGLU) N-terminal domain
PF12972	101	Alpha-N-acetylglucosaminidase (NAGLU) C-terminal domain
PF12973	7	ChrR Cupin-like domain
PF12998	121	Inhibitor of growth proteins N-terminal histone-binding
PF12999	121	Glucosidase II beta subunit-like
PF13000	1	Acetyl-coenzyme A transporter 1
PF13001	70	Proteasome stabiliser
PF13005	1	zinc-finger binding domain of transposase IS66
PF13007	1	Transposase C of IS166 homeodomain
PF13011	0	leucine-zipper of insertion element IS481
PF13012	290	Maintenance of mitochondrial structure and function
PF13015	67	Glucosidase II beta subunit-like protein
PF13016	41	Cys-rich Gliadin N-terminal
PF13018	1	Extended Signal Peptide of Type V secretion system
PF13019	57	Silencing defective 2 N-terminal ubiquitin domain
PF13020	88	Domain of unknown function (DUF3883)
PF13023	110	HD domain
PF13041	68592	PPR repeat family
PF13054	1	Protein of unknown function (DUF3915)
PF13085	130	2Fe-2S iron-sulfur cluster binding domain
PF13086	1157	AAA domain
PF13087	895	AAA domain
PF13088	72	BNR repeat-like domain
PF13091	322	PLD-like domain
PF13098	1	Thioredoxin-like domain
PF13103	1	TonB C terminal
PF13116	0	Protein of unknown function
PF13145	1	PPIC-type PPIASE domain
PF13155	3	Toprim-like
PF13167	103	GTP-binding GTPase N-terminal
PF13174	110	Tetratricopeptide repeat
PF13175	4	AAA ATPase domain
PF13176	310	Tetratricopeptide repeat
PF13177	298	DNA polymerase III, delta subunit
PF13178	954	Protein of unknown function (DUF4005)
PF13180	300	PDZ domain
PF13181	2084	Tetratricopeptide repeat
PF13183	1	4Fe-4S dicluster domain
PF13184	3	NusA-like KH domain
PF13186	2	Iron-sulfur cluster-binding domain
PF13187	39	4Fe-4S dicluster domain
PF13188	0	PAS domain
PF13191	86	AAA ATPase domain
PF13193	1656	AMP-binding enzyme C-terminal domain
PF13202	1222	EF hand
PF13207	4	AAA domain
PF13208	0	TerB N-terminal domain
PF13225	164	Domain of unknown function (DUF4033)
PF13229	2	Right handed beta helix region
PF13231	0	Dolichyl-phosphate-mannose-protein mannosyltransferase
PF13233	40	Complex1_LYR-like
PF13234	173	rRNA-processing arch domain
PF13236	68	Clustered mitochondria
PF13237	4	4Fe-4S dicluster domain
PF13238	127	AAA domain
PF13241	1	Putative NAD(P)-binding
PF13242	330	HAD-hyrolase-like
PF13243	543	Squalene-hopene cyclase C-terminal domain
PF13245	30	AAA domain
PF13246	942	Cation transport ATPase (P-type)
PF13247	0	4Fe-4S dicluster domain
PF13249	511	Squalene-hopene cyclase N-terminal domain
PF13251	52	Domain of unknown function (DUF4042)
PF13259	398	Protein of unknown function (DUF4050)
PF13266	173	Protein of unknown function (DUF4057)
PF13276	2	HTH-like domain
PF13279	34	Thioesterase-like superfamily
PF13288	67	DXP reductoisomerase C-terminal domain
PF13290	0	Chitobiase/beta-hexosaminidase C-terminal domain
PF13292	207	1-deoxy-D-xylulose-5-phosphate synthase
PF13297	120	Telomere stability C-terminal
PF13299	54	Cleavage and polyadenylation factor 2 C-terminal
PF13301	114	Protein of unknown function (DUF4079)
PF13302	333	Acetyltransferase (GNAT) domain
PF13304	8	AAA domain, putative AbiEii toxin, Type IV TA system
PF13306	180	BspA type Leucine rich repeat region (6 copies)
PF13307	226	Helicase C-terminal domain
PF13320	54	Domain of unknown function (DUF4091)
PF13322	0	Domain of unknown function (DUF4092)
PF13324	72	Grap2 and cyclin-D-interacting
PF13325	99	N-terminal region of micro-spherule protein
PF13326	107	Photosystem II Pbs27
PF13328	258	HD domain
PF13329	25	Autophagy-related protein 2 CAD motif
PF13332	0	Hemagglutinin repeat
PF13334	477	Domain of unknown function (DUF4094)
PF13335	2	Magnesium chelatase, subunit ChlI C-terminal
PF13339	61	Apoptosis antagonizing transcription factor
PF13343	77	Bacterial extracellular solute-binding protein
PF13344	259	Haloacid dehalogenase-like hydrolase
PF13347	279	MFS/sugar transport protein
PF13350	7	Tyrosine phosphatase family
PF13353	57	4Fe-4S single cluster domain
PF13354	1	Beta-lactamase enzyme family
PF13355	111	Protein of unknown function (DUF4101)
PF13356	0	Arm DNA-binding domain
PF13358	3	DDE superfamily endonuclease
PF13359	1251	DDE superfamily endonuclease
PF13360	302	PQQ-like domain
PF13361	94	UvrD-like helicase C-terminal domain
PF13364	111	Beta-galactosidase jelly roll domain
PF13365	805	Trypsin-like peptidase domain
PF13368	107	Topoisomerase C-terminal repeat
PF13369	78	Transglutaminase-like superfamily
PF13370	191	4Fe-4S single cluster domain of Ferredoxin I
PF13371	22	Tetratricopeptide repeat
PF13374	256	Tetratricopeptide repeat
PF13375	1	RnfC Barrel sandwich hybrid domain
PF13377	0	Periplasmic binding protein-like domain
PF13378	119	Enolase C-terminal domain-like
PF13385	73	Concanavalin A-like lectin/glucanases superfamily
PF13386	76	Cytochrome C biogenesis protein transmembrane region
PF13393	187	Histidyl-tRNA synthetase
PF13394	114	4Fe-4S single cluster domain
PF13395	2	HNH endonuclease
PF13396	4	Phospholipase_D-nuclease N-terminal
PF13398	90	Peptidase M50B-like
PF13401	135	AAA domain
PF13405	358	EF-hand domain
PF13406	1	Transglycosylase SLT domain
PF13407	2	Periplasmic binding protein domain
PF13408	2	Recombinase zinc beta ribbon domain
PF13409	147	Glutathione S-transferase, N-terminal domain
PF13410	1165	Glutathione S-transferase, C-terminal domain
PF13412	24	Winged helix-turn-helix DNA-binding
PF13414	676	TPR repeat
PF13415	896	Galactose oxidase, central domain
PF13417	935	Glutathione S-transferase, N-terminal domain
PF13418	1175	Galactose oxidase, central domain
PF13419	941	Haloacid dehalogenase-like hydrolase
PF13422	57	Domain of unknown function (DUF4110)
PF13423	4	Ubiquitin carboxyl-terminal hydrolase
PF13424	1316	Tetratricopeptide repeat
PF13426	510	PAS domain
PF13427	1	Domain of unknown function (DUF4111)
PF13428	99	Tetratricopeptide repeat
PF13429	1	Tetratricopeptide repeat
PF13431	50	Tetratricopeptide repeat
PF13432	1355	Tetratricopeptide repeat
PF13434	2	L-lysine 6-monooxygenase (NADPH-requiring)
PF13437	4	HlyD family secretion protein
PF13438	1	Domain of unknown function (DUF4113)
PF13439	295	Glycosyltransferase Family 4
PF13441	31	YMGG-like Gly-zipper
PF13442	55	Cytochrome C oxidase, cbb3-type, subunit III
PF13443	1	Cro/C1-type HTH DNA-binding domain
PF13445	633	RING-type zinc-finger
PF13450	507	NAD(P)-binding Rossmann-like domain
PF13454	1	FAD-NAD(P)-binding
PF13456	6439	Reverse transcriptase-like
PF13458	2	Periplasmic binding protein
PF13460	853	NAD(P)H-binding
PF13462	70	Thioredoxin
PF13469	0	Sulfotransferase family
PF13472	219	GDSL-like Lipase/Acylhydrolase family
PF13474	135	SnoaL-like domain
PF13476	70	AAA domain
PF13481	76	AAA domain
PF13483	59	Beta-lactamase superfamily domain
PF13484	1	4Fe-4S double cluster binding domain
PF13487	1	HD domain
PF13489	158	Methyltransferase domain
PF13499	7688	EF-hand domain pair
PF13500	16	AAA domain
PF13502	0	AsmA-like C-terminal region
PF13505	2	Outer membrane protein beta-barrel domain
PF13506	63	Glycosyl transferase family 21
PF13507	81	CobB/CobQ-like glutamine amidotransferase domain
PF13508	9	Acetyltransferase (GNAT) domain
PF13510	59	2Fe-2S iron-sulfur cluster binding domain
PF13511	0	Domain of unknown function (DUF4124)
PF13513	231	HEAT-like repeat
PF13515	77	Fusaric acid resistance protein-like
PF13516	8053	Leucine Rich repeat
PF13517	47	Repeat domain in Vibrio, Colwellia, Bradyrhizobium and Shewanella
PF13519	232	von Willebrand factor type A domain
PF13520	1072	Amino acid permease
PF13522	74	Glutamine amidotransferase domain
PF13525	1	Outer membrane lipoprotein
PF13528	6	Glycosyl transferase family 1
PF13531	1	Bacterial extracellular solute-binding protein
PF13532	489	2OG-Fe(II) oxygenase superfamily
PF13533	3	Biotin-lipoyl like
PF13534	102	4Fe-4S dicluster domain
PF13537	291	Glutamine amidotransferase domain
PF13538	2	UvrD-like helicase C-terminal domain
PF13540	396	Regulator of chromosome condensation (RCC1) repeat
PF13541	62	Subunit ChlI of Mg-chelatase
PF13549	2	ATP-grasp domain
PF13551	0	Winged helix-turn helix
PF13555	1	P-loop containing region of AAA domain
PF13558	0	Putative exonuclease SbcCD, C subunit
PF13560	0	Helix-turn-helix domain
PF13561	2546	Enoyl-(Acyl carrier protein) reductase
PF13563	73	2'-5' RNA ligase superfamily
PF13567	0	Domain of unknown function (DUF4131)
PF13570	33	PQQ-like domain
PF13578	50	Methyltransferase domain
PF13579	50	Glycosyl transferase 4-like domain
PF13580	1	SIS domain
PF13589	540	Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase
PF13592	0	Winged helix-turn helix
PF13593	68	SBF-like CPA transporter family (DUF4137)
PF13599	37	Pentapeptide repeats (9 copies)
PF13602	435	Zinc-binding dehydrogenase
PF13603	55	Leucyl-tRNA synthetase, Domain 2
PF13604	12	AAA domain
PF13606	217	Ankyrin repeat
PF13609	2	Gram-negative porin
PF13613	5	Helix-turn-helix of DDE superfamily endonuclease
PF13614	7	AAA domain
PF13616	104	PPIC-type PPIASE domain
PF13620	44	Carboxypeptidase regulatory-like domain
PF13621	335	Cupin-like domain
PF13622	72	Thioesterase-like superfamily
PF13624	1	SurA N-terminal domain
PF13625	61	Helicase conserved C-terminal domain
PF13631	1	Cytochrome b(N-terminal)/b6/petB
PF13632	400	Glycosyl transferase family group 2
PF13634	11	Nucleoporin FG repeat region
PF13637	1041	Ankyrin repeats (many copies)
PF13638	121	PIN domain
PF13639	10319	Ring finger domain
PF13640	570	2OG-Fe(II) oxygenase superfamily
PF13641	154	Glycosyltransferase like family 2
PF13646	445	HEAT repeats
PF13649	117	Methyltransferase domain
PF13650	304	Aspartyl protease
PF13656	134	RNA polymerase Rpb3/Rpb11 dimerisation domain
PF13662	93	Toprim domain
PF13664	130	Domain of unknown function (DUF4149)
PF13667	15	ThiC-associated domain
PF13668	236	Ferritin-like domain
PF13669	14	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily
PF13671	153	AAA domain
PF13672	17	Protein phosphatase 2C
PF13673	21	Acetyltransferase (GNAT) domain
PF13676	70	TIR domain
PF13679	55	Methyltransferase domain
PF13683	3	Integrase core domain
PF13691	68	tRNase Z endonuclease
PF13692	182	Glycosyl transferases group 1
PF13696	118	Zinc knuckle
PF13704	1	Glycosyl transferase family 2
PF13710	97	ACT domain
PF13713	503	Transcription factor BRX N-terminal domain
PF13714	128	Phosphoenolpyruvate phosphomutase
PF13715	0	CarboxypepD_reg-like domain
PF13716	219	Divergent CRAL/TRIO domain
PF13718	70	GNAT acetyltransferase 2
PF13720	53	Udp N-acetylglucosamine O-acyltransferase; Domain 2
PF13721	1	SecD export protein N-terminal TM region
PF13722	0	5TM C-terminal transporter carbon starvation CstA
PF13724	137	DNA-binding domain
PF13725	67	Possible tRNA binding domain
PF13738	152	Pyridine nucleotide-disulphide oxidoreductase
PF13740	68	ACT domain
PF13758	1	Prefoldin subunit
PF13764	60	E3 ubiquitin-protein ligase UBR4
PF13768	145	von Willebrand factor type A domain
PF13771	182	PHD-like zinc-binding domain
PF13774	647	Regulated-SNARE-like domain
PF13793	219	N-terminal domain of ribose phosphate pyrophosphokinase
PF13802	299	Galactose mutarotase-like
PF13806	53	Rieske-like [2Fe-2S] domain
PF13811	1	Domain of unknown function (DUF4186)
PF13812	6614	Pentatricopeptide repeat domain
PF13813	388	Membrane bound O-acyl transferase family
PF13817	1	IS66 C-terminal element
PF13821	49	Domain of unknown function (DUF4187)
PF13831	324	PHD-finger
PF13832	411	PHD-zinc-finger like domain
PF13833	1220	EF-hand domain pair
PF13837	1948	Myb/SANT-like DNA-binding domain
PF13838	121	Clathrin-H-link
PF13839	2897	GDSL/SGNH-like Acyl-Esterase family found in Pmr5 and Cas1p
PF13840	76	ACT domain
PF13844	283	Glycosyl transferase family 41
PF13847	269	Methyltransferase domain
PF13848	340	Thioredoxin-like domain
PF13850	247	Endoplasmic Reticulum-Golgi Intermediate Compartment (ERGIC)
PF13854	132	Kelch motif
PF13855	34294	Leucine rich repeat
PF13857	878	Ankyrin repeats (many copies)
PF13862	75	p21-C-terminal region-binding protein
PF13865	133	C-terminal duplication domain of Friend of PRMT1
PF13867	135	Sin3 binding region of histone deacetylase complex subunit SAP30
PF13868	1	Trichohyalin-plectin-homology domain
PF13869	128	Nucleotide hydrolase
PF13871	62	C-terminal domain on Strawberry notch homologue
PF13872	63	P-loop containing NTP hydrolase pore-1
PF13873	6	Myb/SANT-like DNA-binding domain
PF13874	59	Nucleoporin complex subunit 54
PF13877	56	Potential Monad-binding region of RPAP3
PF13878	60	zinc-finger of acetyl-transferase ESCO
PF13880	65	ESCO1/2 acetyl-transferase
PF13881	254	Ubiquitin-2 like Rad60 SUMO-like
PF13883	171	Pyridoxamine 5'-phosphate oxidase
PF13889	98	Chromosome segregation during meiosis
PF13890	126	Rab3 GTPase-activating protein catalytic subunit
PF13891	102	Potential DNA-binding domain
PF13892	78	DNA-binding domain
PF13893	188	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)
PF13894	40	C2H2-type zinc finger
PF13898	61	Domain of unknown function (DUF4205)
PF13899	92	Thioredoxin-like
PF13901	57	Putative zinc-RING and/or ribbon
PF13902	62	R3H-associated N-terminal domain
PF13905	626	Thioredoxin-like
PF13906	519	C-terminus of AA_permease
PF13907	55	Domain of unknown function (DUF4208)
PF13911	158	AhpC/TSA antioxidant enzyme
PF13912	4038	C2H2-type zinc finger
PF13915	69	Domain of unknown function (DUF4210)
PF13917	156	Zinc knuckle
PF13919	75	Asx homology domain
PF13920	2955	Zinc finger, C3HC4 type (RING finger)
PF13921	1109	Myb-like DNA-binding domain
PF13923	767	Zinc finger, C3HC4 type (RING finger)
PF13925	138	con80 domain of Katanin
PF13932	60	GidA associated domain
PF13934	59	Nuclear pore complex assembly
PF13943	192	WPP domain
PF13945	1	Salt tolerance down-regulator
PF13946	0	Domain of unknown function (DUF4214)
PF13947	3768	Wall-associated receptor kinase galacturonan-binding
PF13949	60	ALIX V-shaped domain binding to HIV
PF13952	675	Domain of unknown function (DUF4216)
PF13954	0	PapC N-terminal domain
PF13959	257	Domain of unknown function (DUF4217)
PF13960	904	Domain of unknown function (DUF4218)
PF13961	435	Domain of unknown function (DUF4219)
PF13962	3919	Domain of unknown function
PF13963	937	Transposase-associated domain
PF13964	234	Kelch motif
PF13966	3383	zinc-binding in reverse transcriptase
PF13967	626	Late exocytosis, associated with Golgi transport
PF13968	1151	Domain of unknown function (DUF4220)
PF13975	108	gag-polyprotein putative aspartyl protease
PF13976	700	GAG-pre-integrase domain
PF14008	1028	Iron/zinc purple acid phosphatase-like protein C
PF14009	1559	Domain of unknown function (DUF4228)
PF14023	0	Protein of unknown function (DUF4239)
PF14075	1	Ubinuclein conserved middle domain
PF14082	0	Domain of unknown function (DUF4263)
PF14088	0	Domain of unknown function (DUF4268)
PF14108	77	Domain of unknown function (DUF4281)
PF14111	3052	Domain of unknown function (DUF4283)
PF14138	55	Cytochrome c oxidase assembly protein COX16
PF14144	953	Seed dormancy control
PF14159	281	CAAD domains of cyanobacterial aminoacyl-tRNA synthetase
PF14200	1	Ricin-type beta-trefoil lectin domain-like
PF14204	124	Ribosomal L18 C-terminal region
PF14214	476	Helitron helicase-like domain at N-terminus
PF14215	1142	bHLH-MYC and R2R3-MYB transcription factors N-terminal
PF14222	73	Cell morphogenesis N-terminal
PF14223	4107	gag-polypeptide of LTR copia-type
PF14225	65	Cell morphogenesis C-terminal
PF14226	5958	non-haem dioxygenase in morphine synthesis N-terminal
PF14228	91	Cell morphogenesis central region
PF14234	104	Domain of unknown function (DUF4336)
PF14237	164	GYF domain 2
PF14244	1201	gag-polypeptide of LTR copia-type
PF14249	57	Tocopherol cyclase
PF14255	2	Cysteine-rich CPXCG
PF14260	112	C4-type zinc-finger of DNA polymerase delta
PF14279	51	HNH endonuclease
PF14282	1	FlxA-like protein
PF14288	588	1,3-beta-glucan synthase subunit FKS1, domain-1
PF14290	67	Domain of unknown function (DUF4370)
PF14291	890	Domain of unknown function (DUF4371)
PF14295	13	PAN domain
PF14299	1326	Phloem protein 2
PF14303	565	No apical meristem-associated C-terminal domain
PF14304	118	Transcription termination and cleavage factor C-terminal
PF14306	136	PUA-like domain
PF14308	197	X-domain of DnaJ-containing
PF14309	1096	Domain of unknown function (DUF4378)
PF14310	453	Fibronectin type III-like domain
PF14318	3	Mononegavirales mRNA-capping region V
PF14327	119	Hinge domain of cleavage stimulation factor subunit 2
PF14360	183	PAP2 superfamily C-terminal
PF14363	1164	Domain associated at C-terminal with AAA
PF14364	341	Domain of unknown function (DUF4408)
PF14365	991	Neprosin activation peptide
PF14368	2460	Probable lipid transfer
PF14369	572	zinc-ribbon
PF14370	77	C-terminal topoisomerase domain
PF14372	896	Domain of unknown function (DUF4413)
PF14374	111	60S ribosomal protein L4 C-terminal domain
PF14377	385	Ubiquitin binding region
PF14378	8	PAP2 superfamily
PF14379	871	MYB-CC type transfactor, LHEQLE motif
PF14380	1158	Wall-associated receptor kinase C-terminal
PF14381	508	Ethylene-responsive protein kinase Le-CTR1
PF14382	57	Exosome complex exonuclease RRP4 N-terminal region
PF14383	800	DUF761-associated sequence motif
PF14389	684	Leucine-zipper of ternary complex factor MIP1
PF14392	1212	Zinc knuckle
PF14398	0	YheC/D like ATP-grasp
PF14413	122	Thg1 C terminal domain
PF14416	2633	PMR5 N terminal Domain
PF14418	107	OST-HTH Associated domain
PF14424	0	The  BURPS668_1122 family of deaminases
PF14429	58	C2 domain in Dock180 and Zizimin proteins
PF14432	5559	DYW family of nucleic acid deaminases
PF14437	28	MafB19-like deaminase
PF14438	132	Ataxin 2 SM domain
PF14443	66	DBC1
PF14446	1	Prokaryotic RING finger family 1
PF14447	6	Prokaryotic RING finger family 4
PF14450	1	Cell division protein FtsA
PF14476	247	Petal formation-expressed
PF14489	1	QueF-like protein
PF14492	262	Elongation Factor G, domain III
PF14493	46	Helix-turn-helix domain
PF14497	112	Glutathione S-transferase, C-terminal domain
PF14498	87	Glycosyl hydrolase family 65, N-terminal domain
PF14500	54	Dos2-interacting transcription regulator of RNA-Pol-II
PF14510	971	ABC-transporter N-terminal
PF14511	1	Type II restriction endonuclease EcoO109I
PF14520	78	Helix-hairpin-helix domain
PF14523	169	Syntaxin-like protein
PF14524	0	Wzt C-terminal domain
PF14529	49	Endonuclease-reverse transcriptase
PF14533	190	Ubiquitin-specific protease C-terminal
PF14538	80	Raptor N-terminal CASPase like domain
PF14539	2	Domain of unknown function (DUF4442)
PF14541	3937	Xylanase inhibitor C-terminal
PF14542	54	GCN5-related N-acetyl-transferase
PF14543	4014	Xylanase inhibitor N-terminal
PF14547	1013	Hydrophobic seed protein
PF14551	345	MCM N-terminal domain
PF14555	379	UBA-like domain
PF14559	469	Tetratricopeptide repeat
PF14560	74	Ubiquitin-like domain
PF14561	1	Tetratricopeptide repeat
PF14566	189	Inositol hexakisphosphate
PF14569	518	Zinc-binding RING-finger
PF14570	439	RING/Ubox like zinc-binding domain
PF14571	288	Stress-induced protein Di19, C-terminal
PF14572	122	Phosphoribosyl synthetase-associated domain
PF14576	487	Sieve element occlusion N-terminus
PF14577	534	Sieve element occlusion C-terminus
PF14578	5	Elongation factor Tu domain 4
PF14579	1	Helix-hairpin-helix motif
PF14580	144	Leucine-rich repeat
PF14593	68	PH domain
PF14597	1	Metallo-beta-lactamase superfamily
PF14599	355	Zinc-ribbon
PF14602	61	Hexapeptide repeat of succinyl-transferase
PF14604	214	Variant SH3 domain
PF14605	13	Nup53/35/40-type RNA recognition motif
PF14608	408	RNA-binding, Nab2-type zinc finger
PF14617	55	U3-containing 90S pre-ribosomal complex subunit
PF14619	117	Snf2-ATP coupling, chromatin remodelling complex
PF14622	69	Ribonuclease-III-like
PF14624	235	VWA / Hh  protein intein-like
PF14629	54	Origin recognition complex (ORC) subunit 4 C-terminus
PF14630	61	Origin recognition complex (ORC) subunit 5 C-terminus
PF14631	103	Fanconi anaemia protein FancD2 nuclease
PF14632	71	Acidic N-terminal SPT6
PF14633	79	SH2 domain
PF14634	77	zinc-RING finger domain
PF14635	75	Helix-hairpin-helix motif
PF14639	74	Holliday-junction resolvase-like of SPT6
PF14641	25	Helix-turn-helix DNA-binding domain of SPT6
PF14647	72	FAM91 N-terminus
PF14648	136	FAM91 C-terminus
PF14649	54	Spatacsin C-terminus
PF14655	63	Rab3 GTPase-activating protein regulatory subunit N-terminus
PF14658	0	EF-hand domain
PF14659	1	Phage integrase, N-terminal SAM-like domain
PF14661	66	HAUS augmin-like complex subunit 6 N-terminus
PF14667	18	Polysaccharide biosynthesis C-terminal domain
PF14675	45	FANCI solenoid 1
PF14676	46	FANCI solenoid 2
PF14678	45	FANCI solenoid 4
PF14679	46	FANCI helical domain 1
PF14680	47	FANCI helical domain 2
PF14681	267	Uracil phosphoribosyltransferase
PF14683	377	Polysaccharide lyase family 4, domain III
PF14684	1	Tricorn protease C1 domain
PF14686	372	Polysaccharide lyase family 4, domain II
PF14691	65	Dihydroprymidine dehydrogenase domain II, 4Fe-4S cluster
PF14693	117	Ribosomal protein TL5, C-terminal domain
PF14694	45	Lines N-terminus
PF14695	51	Lines C-terminus
PF14696	1	Hydroxyphenylpyruvate dioxygenase, HPPD, N-terminal
PF14697	32	4Fe-4S dicluster domain
PF14698	66	Argininosuccinate lyase C-terminal
PF14700	160	DNA-directed RNA polymerase N-terminal
PF14703	631	Cytosolic domain of 10TM putative phosphate transporter
PF14705	57	Costars
PF14709	220	double strand RNA binding domain from DEAD END PROTEIN 1
PF14712	55	Snapin/Pallidin
PF14714	112	KH-domain-like of EngA bacterial GTPase enzymes, C-terminal
PF14716	55	Helix-hairpin-helix domain
PF14721	0	Apoptosis-inducing factor, mitochondrion-associated, C-term
PF14724	17	Mitochondrial-associated sphingomyelin phosphodiesterase
PF14732	54	Ubiquitin/SUMO-activating enzyme ubiquitin-like domain
PF14735	64	HAUS augmin-like complex subunit 4
PF14736	62	Protein N-terminal asparagine amidohydrolase
PF14744	10	WASH complex subunit 7
PF14745	11	WASH complex subunit 7, N-terminal
PF14746	10	WASH complex subunit 7, C-terminal
PF14748	72	Pyrroline-5-carboxylate reductase dimerisation
PF14749	76	Acyl-coenzyme A oxidase N-terminal
PF14750	1	Integrator complex subunit 2
PF14753	1	Protein FAM221A/B
PF14764	54	AP-5 complex subunit, vesicle trafficking
PF14766	43	Replication protein A interacting N-terminal
PF14767	50	Replication protein A interacting middle
PF14768	48	Replication protein A interacting C-terminal
PF14770	64	Transmembrane protein 18
PF14774	8	FAM177 family
PF14778	65	Odorant response abnormal 4-like
PF14780	58	Domain of unknown function (DUF4477)
PF14791	56	DNA polymerase beta thumb
PF14792	58	DNA polymerase beta palm
PF14796	53	Clathrin-adaptor complex-3 beta-1 subunit C-terminal
PF14802	64	TMEM192 family
PF14803	68	Nudix N-terminal
PF14805	1	Tetrahydrodipicolinate N-succinyltransferase N-terminal
PF14806	92	Coatomer beta subunit appendage platform
PF14807	1	Adaptin AP4 complex epsilon appendage platform
PF14814	1	Bifunctional transglycosylase second domain
PF14815	55	NUDIX domain
PF14816	7	Family of unknown function, FAM178
PF14817	68	HAUS augmin-like complex subunit 5
PF14819	1	Nitrile reductase, 7-cyano-7-deazaguanine-reductase N-term
PF14821	1	Threonine synthase N terminus
PF14826	113	FACT complex subunit SPT16 N-terminal lobe domain
PF14829	59	Glycerol-3-phosphate acyltransferase N-terminal
PF14833	390	NAD-binding of NADP-dependent 3-hydroxyisobutyrate dehydrogenase
PF14835	2	zf-RING of BARD1-type protein
