ann_term	sum	annotation
PF05930	354	Prophage CP4-57 regulatory protein (AlpA)
PF05932	15	Tir chaperone protein (CesT) family
PF05935	29	Arylsulfotransferase (ASST)
PF05936	86	Bacterial Type VI secretion, VC_A0110, EvfL, ImpJ, VasE
PF05939	291	Phage minor tail protein
PF05943	83	Type VI secretion protein, EvpB/VC_A0108, tail sheath
PF05944	79	Phage small terminase subunit
PF05946	1	Toxin-coregulated pilus subunit TcpA
PF05947	84	Type VI secretion system, TssF
PF05951	80	Bacterial protein of unknown function (DUF882)
PF05954	306	Phage late control gene D protein (GPD)
PF05957	241	Bacterial protein of unknown function (DUF883)
PF05958	240	tRNA (Uracil-5-)-methyltransferase
PF05962	83	HutD
PF05971	81	Protein of unknown function (DUF890)
PF05973	40	Phage derived protein Gp49-like (DUF891)
PF05974	149	Domain of unknown function (DUF892)
PF05977	81	Transmembrane secretion effector
PF05981	80	CreA protein
PF05985	79	Ethanolamine ammonia-lyase light chain (EutC)
PF05987	74	Bacterial protein of unknown function (DUF898)
PF05990	1	Alpha/beta hydrolase of unknown function (DUF900)
PF05992	81	SbmA/BacA-like family
PF06004	160	Bacterial protein of unknown function (DUF903)
PF06005	79	Cell division protein ZapB
PF06006	190	Bacterial protein of unknown function (DUF905)
PF06007	78	Phosphonate metabolism protein PhnJ
PF06026	79	Ribose 5-phosphate isomerase A (phosphoriboisomerase A)
PF06029	80	AlkA N-terminal domain
PF06034	2	Nucleopolyhedrovirus protein of unknown function (DUF919)
PF06039	80	Malate:quinone oxidoreductase (Mqo)
PF06048	28	Domain of unknown function (DUF927)
PF06050	79	2-hydroxyglutaryl-CoA dehydratase, D-component
PF06054	5	Competence protein CoiA-like family
PF06056	80	Putative ATPase subunit of terminase (gpP-like)
PF06062	79	Uncharacterised protein family (UPF0231)
PF06064	77	Host-nuclease inhibitor protein Gam
PF06066	15	SepZ
PF06067	271	Domain of unknown function (DUF932)
PF06069	175	PerC transcriptional activator
PF06071	80	Protein of unknown function (DUF933)
PF06074	16	Protein of unknown function (DUF935)
PF06078	80	Bacterial protein of unknown function (DUF937)
PF06082	124	Exopolysaccharide biosynthesis protein YbjH
PF06085	58	Lipoprotein Rz1 precursor
PF06092	48	Enterobacterial putative membrane protein (DUF943)
PF06094	80	Gamma-glutamyl cyclotransferase, AIG2-like
PF06097	155	Bacterial protein of unknown function (DUF945)
PF06109	40	Haemolysin E (HlyE)
PF06114	26	IrrE N-terminal-like domain
PF06117	173	Enterobacterial protein of unknown function (DUF957)
PF06120	73	Tail length tape measure protein
PF06122	40	Conjugative relaxosome accessory transposon protein
PF06123	78	Inner membrane protein CreD
PF06130	46	Phosphate propanoyltransferase
PF06134	79	L-rhamnose isomerase (RhaA)
PF06141	191	Phage minor tail protein U
PF06144	81	DNA polymerase III, delta subunit
PF06146	85	Phosphate-starvation-inducible E
PF06147	224	Protein of unknown function (DUF968)
PF06150	80	ChaB
PF06154	252	CbeA_antitoxin, type IV, cytoskeleton bundling-enhancing factor A
PF06163	135	Bacterial protein of unknown function (DUF977)
PF06167	80	Glucose-regulated metallo-peptidase M90
PF06173	80	Protein of unknown function (DUF986)
PF06174	236	Protein of unknown function (DUF987)
PF06176	78	Lipopolysaccharide core biosynthesis protein (WaaY)
PF06178	130	Oligogalacturonate-specific porin protein (KdgM)
PF06183	199	DinI-like family
PF06185	80	YecM protein
PF06189	1	5'-nucleotidase
PF06196	81	Protein of unknown function (DUF997)
PF06199	2	Phage tail tube protein
PF06213	3	Cobalamin biosynthesis protein CobT
PF06222	77	Phage tail assembly chaperone
PF06223	202	Minor tail protein T
PF06224	78	Winged helix DNA-binding domain
PF06228	41	Haem utilisation ChuX/HutX
PF06231	2	Protein of unknown function (DUF1010)
PF06243	37	Phenylacetic acid degradation B
PF06249	80	Ethanolamine utilisation protein EutQ
PF06250	55	Protein of unknown function (DUF1016)
PF06251	127	Capsule biosynthesis GfcC
PF06252	16	Protein of unknown function (DUF1018)
PF06254	210	Putative bacterial toxin ydaT
PF06276	148	Ferric iron reductase FhuF-like transporter
PF06277	80	Ethanolamine utilisation protein EutA
PF06287	15	Protein of unknown function (DUF1039)
PF06288	80	Protein of unknown function (DUF1040)
PF06290	59	Plasmid SOS inhibition protein (PsiB)
PF06291	70	Bor protein
PF06293	159	Lipopolysaccharide kinase (Kdo/WaaP) family
PF06295	81	Protein of unknown function (DUF1043)
PF06296	82	RelE toxin of RelE / RelB toxin-antitoxin system
PF06301	63	Bacteriophage lambda Kil protein
PF06303	81	MatP N-terminal domain
PF06305	80	Lipopolysaccharide assembly protein A domain
PF06308	4	23S rRNA methylase leader peptide (ErmC)
PF06315	81	Isocitrate dehydrogenase kinase/phosphatase (AceK)
PF06316	289	Enterobacterial Ail/Lom protein
PF06319	3	DNA repair protein MmcB-like
PF06322	48	Phage NinH protein
PF06323	78	Phage antitermination protein Q
PF06325	81	Ribosomal protein L11 methyltransferase (PrmA)
PF06353	1	Protein of unknown function (DUF1062)
PF06356	10	Protein of unknown function (DUF1064)
PF06366	80	Flagellar protein FlhE
PF06368	15	Methylaspartate mutase E chain (MutE)
PF06379	69	L-rhamnose-proton symport protein (RhaT)
PF06381	9	Protein of unknown function (DUF1073)
PF06392	1	Acid shock protein repeat
PF06403	2	Lamprin
PF06406	72	StbA protein
PF06411	160	HdeA/HdeB family
PF06412	8	Conjugal transfer protein TraD
PF06414	23	Zeta toxin
PF06415	80	BPG-independent PGAM N-terminus (iPGM_N)
PF06416	135	Effector protein NleG
PF06418	80	CTP synthase N-terminus
PF06421	80	GTP-binding protein LepA C-terminus
PF06426	80	Serine acetyltransferase, N-terminal
PF06429	475	Flagellar basal body rod FlgEFG protein C-terminal
PF06434	80	Aconitate hydratase 2 N-terminus
PF06440	85	DNA polymerase III, theta subunit
PF06443	1	SEF14-like adhesin
PF06445	319	GyrI-like small molecule binding domain
PF06450	80	Bacterial Na+/H+ antiporter B (NhaB)
PF06463	81	Molybdenum Cofactor Synthesis C
PF06472	66	ABC transporter transmembrane region 2
PF06476	81	Protein of unknown function (DUF1090)
PF06480	84	FtsH Extracellular
PF06481	80	COX Aromatic Rich Motif
PF06496	148	Protein of unknown function (DUF1097)
PF06500	80	Alpha/beta hydrolase of unknown function (DUF1100)
PF06504	12	Replication protein C (RepC)
PF06506	78	Propionate catabolism activator
PF06508	82	Queuosine biosynthesis protein QueC
PF06511	7	Invasion plasmid antigen IpaD
PF06519	114	TolA C-terminal
PF06523	14	Protein of unknown function (DUF1106)
PF06526	80	Protein of unknown function (DUF1107)
PF06527	16	TniQ
PF06528	90	Phage P2 GpE
PF06530	141	Phage antitermination protein Q
PF06545	182	Protein of unknown function (DUF1116)
PF06551	17	Protein of unknown function (DUF1120)
PF06558	80	Secretion monitor precursor protein (SecM)
PF06560	1	Glucose-6-phosphate isomerase (GPI)
PF06564	67	Cellulose biosynthesis protein BcsQ
PF06568	49	Domain of unknown function (DUF1127)
PF06572	80	Protein of unknown function (DUF1131)
PF06574	80	FAD synthetase
PF06576	41	Protein of unknown function (DUF1133)
PF06580	167	Histidine kinase
PF06586	44	TraK protein
PF06590	1	PerB protein
PF06610	80	L-alanine exporter
PF06611	80	Protein of unknown function (DUF1145)
PF06613	2	KorB C-terminal beta-barrel domain
PF06616	6	BsuBI/PstI restriction endonuclease C-terminus
PF06622	15	SepQ protein
PF06628	80	Catalase-related immune-responsive
PF06629	133	MltA-interacting protein MipA
PF06630	53	Enterobacterial exodeoxyribonuclease VIII
PF06634	1	Protein of unknown function (DUF1156)
PF06643	80	Protein of unknown function (DUF1158)
PF06649	80	Protein of unknown function (DUF1161)
PF06666	4	Protein of unknown function (DUF1173)
PF06667	81	Phage shock protein B
PF06672	79	Protein of unknown function (DUF1175)
PF06674	81	Protein of unknown function (DUF1176)
PF06688	28	Protein of unknown function (DUF1187)
PF06689	85	ClpX C4-type zinc finger
PF06693	156	Protein of unknown function (DUF1190)
PF06711	80	Protein of unknown function (DUF1198)
PF06715	29	Gp5 C-terminal repeat (3 copies)
PF06717	79	Protein of unknown function (DUF1202)
PF06719	81	AraC-type transcriptional regulator N-terminus
PF06722	30	Protein of unknown function (DUF1205)
PF06723	88	MreB/Mbl protein
PF06725	81	3D domain
PF06733	81	DEAD_2
PF06738	80	Putative threonine/serine exporter
PF06744	69	Type VI secretion protein IcmF C-terminal
PF06750	65	Bacterial Peptidase A24 N-terminal domain
PF06751	78	Ethanolamine ammonia lyase large subunit (EutB)
PF06754	79	Phosphonate metabolism protein PhnG
PF06755	242	CbtA_toxin of type IV toxin-antitoxin system
PF06761	69	Intracellular multiplication and human macrophage-killing
PF06763	184	Prophage minor tail protein Z (GPZ)
PF06769	63	YoeB-like toxin of bacterial type II toxin-antitoxin system
PF06778	1	Chlorite dismutase
PF06779	76	Uncharacterised MFS-type transporter YbfB
PF06786	80	Uncharacterised protein family (UPF0253)
PF06788	80	Uncharacterised protein family (UPF0257)
PF06790	79	Uncharacterised protein family (UPF0259)
PF06791	230	Prophage tail length tape measure protein
PF06794	80	Uncharacterised protein family (UPF0270)
PF06798	79	PrkA serine protein kinase C-terminal domain
PF06804	81	NlpB/DapX lipoprotein
PF06805	281	Bacteriophage lambda tail assembly protein I
PF06806	95	Putative excisionase (DUF1233)
PF06808	170	Tripartite ATP-independent periplasmic transporter, DctM component
PF06812	133	ImpA, N-terminal, type VI secretion system
PF06820	244	Putative prophage tail fibre C-terminus
PF06826	321	Predicted Permease Membrane Region
PF06827	238	Zinc finger found in FPG and IleRS
PF06831	158	Formamidopyrimidine-DNA glycosylase H2TH domain
PF06832	78	Penicillin-Binding Protein C-terminus Family
PF06834	40	TraU protein
PF06835	81	Lipopolysaccharide-assembly, LptC-related
PF06853	81	Protein of unknown function (DUF1249)
PF06857	81	Malonate decarboxylase delta subunit (MdcD)
PF06864	15	Pilin accessory protein (PilO)
PF06865	80	Protein of unknown function (DUF1255)
PF06872	16	EspG protein
PF06877	82	Regulator of ribonuclease activity B
PF06889	160	Protein of unknown function (DUF1266)
PF06890	30	Bacteriophage Mu Gp45 protein
PF06891	80	P2 phage tail completion protein R (GpR)
PF06892	24	Phage regulatory protein CII (CP76)
PF06894	203	Bacteriophage lambda tail assembly chaperone, TAC, protein G
PF06899	80	WzyE protein, O-antigen assembly polymerase
PF06902	80	Divergent 4Fe-4S mono-cluster
PF06923	79	Glucitol operon activator protein (GutM)
PF06924	49	Protein of unknown function (DUF1281)
PF06930	80	Protein of unknown function (DUF1282)
PF06932	80	Protein of unknown function (DUF1283)
PF06940	81	Domain of unknown function (DUF1287)
PF06942	80	GlpM protein
PF06945	77	Protein of unknown function (DUF1289)
PF06952	61	PsiA protein
PF06953	8	Arsenical resistance operon trans-acting repressor ArsD
PF06956	67	Regulator of RNA terminal phosphate cyclase
PF06958	27	S-type Pyocin
PF06965	80	Na+/H+ antiporter 1
PF06968	160	Biotin and Thiamin Synthesis associated domain
PF06969	138	HemN C-terminal domain
PF06977	91	SdiA-regulated
PF06983	78	3-demethylubiquinone-9 3-methyltransferase
PF06986	41	Type-1V conjugative transfer system mating pair stabilisation
PF06992	99	Replication protein P
PF06995	115	Phage P2 GpU
PF06996	83	Type VI secretion, TssG
PF06998	77	Protein of unknown function (DUF1307)
PF07005	90	Putative sugar-binding N-terminal domain
PF07007	47	Lysozyme inhibitor LprI
PF07012	470	Curlin associated repeat
PF07017	79	Antimicrobial peptide resistance and lipid A acylation protein PagP
PF07022	29	Bacteriophage CI repressor helix-turn-helix domain
PF07023	80	Protein of unknown function (DUF1315)
PF07026	80	Protein of unknown function (DUF1317)
PF07027	78	Protein of unknown function (DUF1318)
PF07030	16	Protein of unknown function (DUF1320)
PF07037	163	Putative transcription regulator (DUF1323)
PF07041	159	Protein of unknown function (DUF1327)
PF07042	2	TrfA protein
PF07043	79	Protein of unknown function (DUF1328)
PF07057	44	DNA helicase TraI
PF07063	77	Domain of unknown function (DUF1338)
PF07071	9	KDGP aldolase
PF07072	80	Cell division protein
PF07073	80	Modulator of Rho-dependent transcription termination (ROF)
PF07081	2	Protein of unknown function (DUF1349)
PF07085	80	DRTGG domain
PF07090	33	Putative glutamine amidotransferase
PF07091	2	Ribosomal RNA methyltransferase (FmrO)
PF07095	80	Intracellular growth attenuator protein IgaA
PF07102	95	Protein of unknown function (DUF1364)
PF07105	38	Protein of unknown function (DUF1367)
PF07119	162	Protein of unknown function (DUF1375)
PF07120	6	Protein of unknown function (DUF1376)
PF07125	65	Protein of unknown function (DUF1378)
PF07126	80	Cell-division protein ZapC
PF07128	113	Protein of unknown function (DUF1380)
PF07130	80	YebG protein
PF07131	92	Protein of unknown function (DUF1382)
PF07148	80	Maltose operon periplasmic protein precursor (MalM)
PF07151	140	Protein of unknown function (DUF1391)
PF07152	80	YaeQ protein
PF07157	27	DNA circularisation protein N-terminus
PF07166	124	Protein of unknown function (DUF1398)
PF07168	32	Ureide permease
PF07178	48	TraL protein
PF07179	79	SseB protein N-terminal domain
PF07180	99	CaiF/GrlA transcriptional regulator
PF07191	80	zinc-ribbons
PF07195	96	Flagellar hook-associated protein 2 C-terminus
PF07196	19	Flagellin hook IN motif
PF07201	26	HrpJ-like domain
PF07208	80	Protein of unknown function (DUF1414)
PF07214	80	Protein of unknown function (DUF1418)
PF07219	80	HemY protein N-terminus
PF07221	43	N-acylglucosamine 2-epimerase (GlcNAc 2-epimerase)
PF07226	81	Protein of unknown function (DUF1422)
PF07233	79	Protein of unknown function (DUF1425)
PF07237	81	Protein of unknown function (DUF1428)
PF07238	149	PilZ domain
PF07244	400	Surface antigen variable number repeat
PF07254	80	Membrane-bound toxin component of toxin-antitoxin system
PF07256	81	Protein of unknown function (DUF1435)
PF07262	1	CDI immunity protein
PF07264	80	Etoposide-induced protein 2.4 (EI24)
PF07273	79	Protein of unknown function (DUF1439)
PF07274	78	Protein of unknown function (DUF1440)
PF07275	21	Antirestriction protein (ArdA)
PF07278	52	Protein of unknown function (DUF1441)
PF07282	148	Putative transposase DNA-binding domain
PF07283	2	Conjugal transfer protein TrbH
PF07287	15	Acyclic terpene utilisation family protein AtuA
PF07290	83	Protein of unknown function (DUF1449)
PF07295	81	Zinc-ribbon containing domain
PF07296	33	TraP protein
PF07302	80	AroM protein
PF07305	80	Protein of unknown function (DUF1454)
PF07308	160	Protein of unknown function (DUF1456)
PF07317	77	Flagellar regulator YcgR
PF07331	39	Tripartite tricarboxylate transporter TctB family
PF07332	82	Putative Actinobacterial Holin-X, holin superfamily III
PF07338	984	Protein of unknown function (DUF1471)
PF07339	28	Protein of unknown function (DUF1472)
PF07348	80	Syd protein (SUKH-2)
PF07350	55	Protein of unknown function (DUF1479)
PF07351	80	Protein of unknown function (DUF1480)
PF07352	14	Bacteriophage Mu Gam like protein
PF07356	79	Protein of unknown function (DUF1481)
PF07358	218	Protein of unknown function (DUF1482)
PF07361	90	Cytochrome b562
PF07362	81	Post-segregation antitoxin CcdA
PF07366	1	SnoaL-like polyketide cyclase
PF07369	79	Protein of unknown function (DUF1488)
PF07377	4	Protein of unknown function (DUF1493)
PF07383	78	Protein of unknown function (DUF1496)
PF07385	40	D-lyxose isomerase
PF07388	11	Alpha-2,8-polysialyltransferase (POLYST)
PF07395	8	Mig-14
PF07409	30	Phage protein GP46
PF07411	158	Domain of unknown function (DUF1508)
PF07417	79	Transcriptional regulator Crl
PF07419	16	PilM
PF07424	19	TrbM
PF07429	79	4-alpha-L-fucosyltransferase glycosyl transferase group 56
PF07434	32	CblD like pilus biogenesis initiator
PF07437	79	YfaZ precursor
PF07445	80	Primosomal replication protein priC
PF07449	79	Hydrogenase-1 expression protein HyaE
PF07450	134	Formate hydrogenlyase maturation protein HycH
PF07455	30	Phage polarity suppression protein (Psu)
PF07463	4	NUMOD4 motif
PF07470	1	Glycosyl Hydrolase Family 88
PF07471	171	Phage DNA packaging protein Nu1
PF07476	15	Methylaspartate ammonia-lyase C-terminus
PF07478	160	D-ala D-ala ligase C-terminus
PF07479	80	NAD-dependent glycerol-3-phosphate dehydrogenase C-terminus
PF07484	188	Phage Tail Collar Domain
PF07489	15	Translocated intimin receptor (Tir) C-terminus
PF07490	15	Translocated intimin receptor (Tir) N-terminus
PF07497	80	Rho termination factor, RNA-binding domain
PF07498	80	Rho termination factor, N-terminal domain
PF07499	80	RuvA, C-terminal domain
PF07503	158	HypF finger
PF07506	7	RepB plasmid partitioning protein
PF07507	3	WavE lipopolysaccharide synthesis
PF07508	29	Recombinase
PF07510	66	Protein of unknown function (DUF1524)
PF07511	5	Protein of unknown function (DUF1525)
PF07514	20	Putative helicase
PF07515	15	Putative conjugal transfer nickase/helicase TraI C-term
PF07516	79	SecA Wing and Scaffold domain
PF07517	79	SecA DEAD-like domain
PF07549	160	SecD/SecF GG Motif
PF07559	95	Flagellar basal body protein FlaE
PF07638	2	ECF sigma factor
PF07650	160	KH domain
PF07655	14	Secretin N-terminal domain
PF07660	43	Secretin and TonB N terminus short domain
PF07662	217	Na+ dependent nucleoside transporter C-terminus
PF07663	73	Sorbitol phosphotransferase enzyme II C-terminus
PF07664	79	Ferrous iron transport protein B C terminus
PF07669	9	Eco57I restriction-modification methylase
PF07670	396	Nucleoside recognition
PF07676	397	WD40-like Beta Propeller Repeat
PF07679	2	Immunoglobulin I-set domain
PF07681	167	DoxX
PF07683	175	Cobalamin synthesis protein cobW C-terminal domain
PF07687	483	Peptidase dimerisation domain
PF07690	4859	Major Facilitator Superfamily
PF07693	13	KAP family P-loop domain
PF07694	159	5TMR of 5TMR-LYT
PF07702	453	UTRA domain
PF07703	155	Alpha-2-macroglobulin family N-terminal region
PF07715	974	TonB-dependent Receptor Plug Domain
PF07717	80	Oligonucleotide/oligosaccharide-binding (OB)-fold
PF07719	163	Tetratricopeptide repeat
PF07720	125	Tetratricopeptide repeat
PF07722	53	Peptidase C26
PF07724	411	AAA domain (Cdc48 subfamily)
PF07728	188	AAA domain (dynein-related subfamily)
PF07729	967	FCD domain
PF07730	247	Histidine kinase
PF07731	175	Multicopper oxidase
PF07732	175	Multicopper oxidase
PF07733	82	Bacterial DNA polymerase III alpha subunit
PF07743	80	HSCB C-terminal oligomerisation domain
PF07745	2	Glycosyl hydrolase family 53
PF07748	55	Glycosyl hydrolases family 38 C-terminal domain
PF07751	4	Abi-like protein
PF07759	79	Protein of unknown function (DUF1615)
PF07769	160	psiF repeat
PF07789	105	Protein of unknown function (DUF1627)
PF07799	11	Protein of unknown function (DUF1643)
PF07804	116	HipA-like C-terminal domain
PF07813	160	LTXXQ motif family protein
PF07819	6	PGAP1-like protein
PF07820	4	TraC-like protein
PF07825	137	Excisionase-like protein
PF07831	79	Pyrimidine nucleoside phosphorylase C-terminal domain
PF07833	34	Copper amine oxidase N-terminal domain
PF07836	70	DmpG-like communication domain
PF07840	80	FadR C-terminal domain
PF07848	37	PaaX-like protein
PF07859	144	alpha/beta hydrolase fold
PF07869	162	Protein of unknown function (DUF1656)
PF07881	79	L-fucose isomerase, first N-terminal domain
PF07882	79	L-fucose isomerase, second N-terminal domain
PF07883	338	Cupin domain
PF07885	82	Ion channel
PF07906	111	ShET2 enterotoxin, N-terminal region
PF07916	55	TraG-like protein, N-terminal region
PF07922	1	Glycosyltransferase family 52
PF07927	86	HicA toxin of bacterial toxin-antitoxin,
PF07929	5	Plasmid pRiA4b ORF-3-like protein
PF07943	237	Penicillin-binding protein 5, C-terminal domain
PF07944	35	Beta-L-arabinofuranosidase, GH127
PF07947	80	YhhN family
PF07963	745	Prokaryotic N-terminal methylation motif
PF07969	236	Amidohydrolase family
PF07972	80	NrdI Flavodoxin like
PF07973	156	Threonyl and Alanyl tRNA synthetase second additional domain
PF07977	192	FabA-like domain
PF07978	8	NIPSNAP
PF07979	16	Intimin C-type lectin domain
PF07991	80	Acetohydroxy acid isomeroreductase, NADPH-binding domain
PF07992	1290	Pyridine nucleotide-disulphide oxidoreductase
PF07993	8	Male sterility protein
PF07995	82	Glucose / Sorbosone dehydrogenase
PF07996	21	Type IV secretion system proteins
PF08003	80	Protein of unknown function (DUF1698)
PF08007	80	Cupin superfamily protein
PF08013	158	Tagatose 6 phosphate kinase
PF08019	272	Domain of unknown function (DUF1705)
PF08020	33	Protein of unknown function (DUF1706)
PF08021	81	Siderophore-interacting FAD-binding domain
PF08022	2	FAD-binding domain
PF08029	80	HisG, C-terminal domain
PF08032	159	RNA 2'-O ribose methyltransferase substrate binding
PF08046	78	IlvGEDA operon leader peptide
PF08047	73	Histidine operon leader peptide
PF08048	56	Tap RepA1 leader peptide
PF08049	78	IlvB leader peptide
PF08052	80	PyrBI operon leader peptide
PF08053	79	Tryptophanase operon leader peptide
PF08054	79	Leucine operon leader peptide
PF08085	157	Entericidin EcnA/B family
PF08125	430	Mannitol dehydrogenase C-terminal domain
PF08134	4	cIII protein family
PF08136	78	30S ribosomal protein subunit S22 family
PF08139	158	Prokaryotic membrane lipoprotein lipid attachment site
PF08173	155	Membrane bound YbgT-like protein
PF08178	110	GnsA/GnsB toxin of bacterial toxin-antitoxin system
PF08206	242	Ribonuclease B OB domain
PF08207	161	Elongation factor P (EF-P) KOW-like domain
PF08211	80	Cytidine and deoxycytidylate deaminase zinc-binding region
PF08212	92	Lipocalin-like domain
PF08218	80	Citrate lyase ligase C-terminal domain
PF08220	1022	DeoR-like helix-turn-helix domain
PF08223	37	PaaX-like protein C-terminal domain
PF08238	1137	Sel1 repeat
PF08239	81	Bacterial SH3 domain
PF08240	1281	Alcohol dehydrogenase GroES-like domain
PF08241	241	Methyltransferase domain
PF08242	200	Methyltransferase domain
PF08244	61	Glycosyl hydrolases family 32 C terminal
PF08245	480	Mur ligase middle domain
PF08254	70	Threonine leader peptide
PF08255	70	Trp-operon Leader Peptide
PF08264	241	Anticodon-binding domain of tRNA
PF08267	80	Cobalamin-independent synthase, N-terminal domain
PF08272	160	Topoisomerase I zinc-ribbon-like
PF08273	53	Zinc-binding domain of primase-helicase
PF08274	80	PhnA Zinc-Ribbon
PF08275	81	DNA primase catalytic core, N-terminal domain
PF08278	81	DNA primase DnaG DnaB-binding
PF08279	190	HTH domain
PF08281	138	Sigma-70, region 4
PF08282	641	haloacid dehalogenase-like hydrolase
PF08298	79	PrkA AAA domain
PF08299	78	Bacterial dnaA protein helix-turn-helix
PF08323	80	Starch synthase catalytic domain
PF08328	80	Adenylosuccinate lyase C-terminal
PF08331	80	Domain of unknown function (DUF1730)
PF08334	109	Type II secretion system (T2SS), protein G
PF08335	238	GlnD PII-uridylyltransferase
PF08338	80	Domain of unknown function (DUF1731)
PF08339	18	RTX C-terminal domain
PF08340	80	Domain of unknown function (DUF1732)
PF08343	80	Ribonucleotide reductase N-terminal
PF08345	94	Flagellar M-ring protein C-terminal
PF08346	35	AntA/AntB antirepressor
PF08348	82	YheO-like PAS domain
PF08349	80	Protein of unknown function (DUF1722)
PF08351	81	Domain of unknown function (DUF1726)
PF08352	824	Oligopeptide/dipeptide transporter, C-terminal region
PF08357	2	SEFIR domain
PF08361	156	MAATS-type transcriptional repressor, C-terminal region
PF08362	78	YcdC-like protein, C-terminal region
PF08364	82	Bacterial translation initiation factor IF-2 associated region
PF08378	35	Nuclease-related domain
PF08388	105	Group II intron, maturase-specific domain
PF08400	279	Prophage tail fibre N-terminal
PF08401	20	Domain of unknown function (DUF1738)
PF08402	494	TOBE domain
PF08406	1	CbbQ/NirQ/NorQ C-terminal
PF08410	184	Domain of unknown function (DUF1737)
PF08411	80	Exonuclease C-terminal
PF08436	78	1-deoxy-D-xylulose 5-phosphate reductoisomerase C-terminal
PF08437	198	Glycosyl transferase family 8 C-terminal
PF08442	105	ATP-grasp domain
PF08443	80	RimK-like ATP-grasp domain
PF08447	154	PAS fold
PF08448	149	PAS fold
PF08459	79	UvrC Helix-hairpin-helix N-terminal
PF08461	81	Ribonuclease R winged-helix domain
PF08463	38	EcoEI R protein C-terminal
PF08468	80	Methyltransferase small domain N-terminal
PF08478	80	POTRA domain, FtsQ-type
PF08479	40	POTRA domain, ShlB-type
PF08482	80	ATP-dependent helicase C-terminal
PF08483	67	IstB-like ATP binding N-terminal
PF08485	4	Polysaccharide biosynthesis protein C-terminal
PF08486	74	Stage II sporulation protein
PF08494	53	DEAD/H associated
PF08496	80	Peptidase family S49 N-terminal
PF08497	79	Radical SAM N-terminal
PF08501	163	Shikimate dehydrogenase substrate binding domain
PF08502	80	LeuA allosteric (dimerisation) domain
PF08521	80	Two-component sensor kinase N-terminal
PF08525	160	Opacity-associated protein A N-terminal motif
PF08529	84	NusA N-terminal domain
PF08532	2	Beta-galactosidase trimerisation domain
PF08533	2	Beta-galactosidase C-terminal domain
PF08534	183	Redoxin
PF08535	4	KorB domain
PF08536	4	Whirly transcription factor
PF08541	94	3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal
PF08543	239	Phosphomethylpyrimidine kinase
PF08544	241	GHMP kinases C terminal
PF08545	94	3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III
PF08546	79	Ketopantoate reductase PanE/ApbA C terminal
PF08645	67	Polynucleotide kinase 3 phosphatase
PF08659	43	KR domain
PF08660	1	Oligosaccharide biosynthesis protein Alg14 like
PF08665	6	PglZ domain
PF08666	201	SAF domain
PF08667	1	BetR domain
PF08669	88	Glycine cleavage T-protein C-terminal barrel domain
PF08676	81	MutL C terminal dimerisation domain
PF08681	69	Protein of unknown function (DUF1778)
PF08706	46	D5 N terminal like
PF08708	18	Primase C terminal 1 (PriCT-1)
PF08719	69	Domain of unknown function (DUF1768)
PF08721	2	TnsA endonuclease C terminal
PF08722	16	TnsA endonuclease N terminal
PF08747	6	Domain of unknown function (DUF1788)
PF08748	1	Phage tail assembly chaperone
PF08751	42	TrwC relaxase
PF08753	81	NikR C terminal nickel binding domain
PF08755	80	Hemimethylated DNA-binding protein YccV like
PF08765	19	Mor transcription activator family
PF08774	5	VRR-NUC domain
PF08775	19	ParB family
PF08786	122	DcrB
PF08798	47	CRISPR associated protein
PF08803	80	Putative mono-oxygenase ydhR
PF08805	22	PilS N terminal
PF08808	2	RES domain
PF08809	1	Phage related hypothetical protein (DUF1799)
PF08813	2	Phage tail tube protein, TTP
PF08816	81	Inhibitor of vertebrate lysozyme (Ivy)
PF08822	1	Protein of unknown function (DUF1804)
PF08840	9	BAAT / Acyl-CoA thioester hydrolase C terminal
PF08841	8	Diol dehydratase reactivase ATPase-like domain
PF08843	25	Nucleotidyl transferase AbiEii toxin, Type IV TA system
PF08845	54	Toxin SymE, type I toxin-antitoxin system
PF08849	10	Putative inner membrane protein (DUF1819)
PF08861	14	Domain of unknown function DUF1828
PF08867	2	FRG domain
PF08870	3	DNA sulphur modification protein DndE
PF08873	4	Domain of unknown function (DUF1834)
PF08878	3	Domain of unknown function (DUF1837)
PF08884	5	Flagellin D3 domain
PF08891	80	YfcL protein
PF08900	4	Domain of unknown function (DUF1845)
PF08918	80	PhoQ Sensor
PF08937	9	MTH538 TIR-like domain (DUF1863)
PF08943	80	CsiD
PF08946	79	Osmosensory transporter coiled coil
PF08956	80	Domain of unknown function (DUF1869)
PF08965	80	Domain of unknown function (DUF1870)
PF08971	81	Glycogen synthesis protein
PF08972	1	Domain of unknown function (DUF1902)
PF08974	78	Domain of unknown function (DUF1877)
PF08980	2	Domain of unknown function (DUF1883)
PF08986	79	Domain of unknown function (DUF1889)
PF08988	15	Type III secretion system, cytoplasmic E component of needle
PF09000	1	Cytotoxic
PF09003	132	Bacteriophage lambda integrase, Arm DNA-binding domain
PF09008	19	Head binding
PF09012	80	FeoC like transcriptional regulator
PF09015	1	NgoMIV restriction enzyme
PF09019	9	EcoRII C terminal
PF09039	7	Mu DNA binding, I gamma subdomain
PF09048	21	Cro
PF09059	3	TyeA
PF09075	1	Heat-stable enterotoxin B, secretory
